src,trg
"man is skiing . a lady while wearing gloves . woman while sitting alone . does man is ? is there a relation between woman and alone ?","G.add_edge(' man ',' skiing ',action=' is ') newline G.add_edge(' man ',' is ') newline G.add_edge(' lady ',' gloves ',action=' wearing ') newline G.add_edge(' lady ',' wearing ') newline G.add_edge(' woman ',' alone ',action=' sitting ') newline G.add_edge(' woman ',' sitting ') newline G.has_edge(' man ',' is ') newline G.has_edge(' woman ',' alone ') newline"
"a woman climbs up . does woman climbs ?","G.add_edge(' woman ',' up ',action=' climbs ') newline G.add_edge(' woman ',' climbs ') newline G.has_edge(' woman ',' climbs ') newline"
"people hanging out . is there a relation between people and out ?","G.add_edge(' people ',' out ',action=' hanging ') newline G.add_edge(' people ',' hanging ') newline G.has_edge(' people ',' out ') newline"
"a men by selling goods . ballet dancers taking outdoor photographs . does men selling ? how is photographs ?","G.add_edge(' men ',' goods ',action=' selling ') newline G.add_edge(' men ',' selling ') newline G.add_edge(' dancers ',' taking ') newline G.add_edge(' dancers ',' ballet ') newline G.add_edge(' photographs ',' outdoor ') newline G.has_edge(' men ',' selling ') newline G.has_edge(' photographs ',' outdoor ') newline"
"care bears pink blanket . busy street selling fresh vegetables . how is street ? how is vegetables ?","G.add_edge(' care ',' bears ') newline  G.add_edge(' blanket ',' pink ') newline G.add_edge(' street ',' selling ') newline G.add_edge(' street ',' busy ') newline G.add_edge(' vegetables ',' fresh ') newline G.has_edge(' street ',' busy ') newline G.has_edge(' vegetables ',' fresh ') newline"
"child while playing video . is there a child ?","G.add_edge(' child ',' video ',action=' playing ') newline G.add_edge(' child ',' playing ') newline G.has_node(' child ') newline"
"dog jumping up .","G.add_edge(' dog ',' up ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline"
"in t-shirts play basketball . pink hat holds large power . with sunglasses smiles broadly . how is power ? is there a sunglasses ?","G.add_edge(' t-shirts ',' basketball ',action=' play ') newline G.add_edge(' t-shirts ',' play ') newline G.add_edge(' hat ',' holds ') newline G.add_edge(' hat ',' pink ') newline G.add_edge(' power ',' large ') newline G.add_edge(' sunglasses ',' broadly ',action=' smiles ') newline G.add_edge(' sunglasses ',' smiles ') newline G.has_edge(' power ',' large ') newline G.has_node(' sunglasses ') newline"
"red-hair holds up .","G.add_edge(' red-hair ',' up ',action=' holds ') newline G.add_edge(' red-hair ',' holds ') newline"
"little boy are little girl . snow covered rocks . how is girl ? does snow covered ?","G.add_edge(' boy ',' are ') newline G.add_edge(' boy ',' little ') newline G.add_edge(' girl ',' little ') newline G.add_edge(' snow ',' rocks ',action=' covered ') newline G.add_edge(' snow ',' covered ') newline G.has_edge(' girl ',' little ') newline G.has_edge(' snow ',' covered ') newline"
"shorts jumping up . is there a shorts ?","G.add_edge(' shorts ',' up ',action=' jumping ') newline G.add_edge(' shorts ',' jumping ') newline G.has_node(' shorts ') newline"
"a beanie another falling asleep . short-haired man wearing orange sunglasses . some snowboarders do tricks . how is sunglasses ?","G.add_edge(' beanie ',' asleep ',action=' falling ') newline G.add_edge(' beanie ',' falling ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' short-haired ') newline G.add_edge(' sunglasses ',' orange ') newline G.add_edge(' snowboarders ',' tricks ',action=' do ') newline G.add_edge(' snowboarders ',' do ') newline G.has_edge(' sunglasses ',' orange ') newline"
"a person lies half . is there a relation between person and half ?","G.add_edge(' person ',' half ',action=' lies ') newline G.add_edge(' person ',' lies ') newline G.has_edge(' person ',' half ') newline"
"of men work together . of wildflowers holding up . is there a relation between wildflowers and up ?","G.add_edge(' men ',' together ',action=' work ') newline G.add_edge(' men ',' work ') newline G.add_edge(' wildflowers ',' up ',action=' holding ') newline G.add_edge(' wildflowers ',' holding ') newline G.has_edge(' wildflowers ',' up ') newline"
"men dressed up . is there a men ?","G.add_edge(' men ',' up ',action=' dressed ') newline G.add_edge(' men ',' dressed ') newline G.has_node(' men ') newline"
"military workers building present something . a girl walks alone . of kids walking down .","G.add_edge(' workers ',' building ') newline G.add_edge(' workers ',' military ') newline G.add_edge(' something ',' present ') newline G.add_edge(' girl ',' alone ',action=' walks ') newline G.add_edge(' girl ',' walks ') newline G.add_edge(' kids ',' down ',action=' walking ') newline G.add_edge(' kids ',' walking ') newline"
"in sandals throw pebbles . numerous people ride brown horses . with children wearing jeans . does sandals throw ? how is horses ? is there a children ?","G.add_edge(' sandals ',' pebbles ',action=' throw ') newline G.add_edge(' sandals ',' throw ') newline G.add_edge(' people ',' ride ') newline G.add_edge(' people ',' numerous ') newline G.add_edge(' horses ',' brown ') newline G.add_edge(' children ',' jeans ',action=' wearing ') newline G.add_edge(' children ',' wearing ') newline G.has_edge(' sandals ',' throw ') newline G.has_edge(' horses ',' brown ') newline G.has_node(' children ') newline"
"people walking up . kitchen while mixing batter . girl is brushing . is there a people ? is there a relation between girl and brushing ?","G.add_edge(' people ',' up ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.add_edge(' kitchen ',' batter ',action=' mixing ') newline G.add_edge(' kitchen ',' mixing ') newline G.add_edge(' girl ',' brushing ',action=' is ') newline G.add_edge(' girl ',' is ') newline G.has_node(' people ') newline G.has_edge(' girl ',' brushing ') newline"
"while people a walking down . boy laying face . small boat labeled female texas . how is boat ? how is texas ?","G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.add_edge(' boy ',' face ',action=' laying ') newline G.add_edge(' boy ',' laying ') newline G.add_edge(' boat ',' labeled ') newline G.add_edge(' boat ',' small ') newline G.add_edge(' texas ',' female ') newline G.has_edge(' boat ',' small ') newline G.has_edge(' texas ',' female ') newline"
"player follows through . people hold up .","G.add_edge(' player ',' through ',action=' follows ') newline G.add_edge(' player ',' follows ') newline G.add_edge(' people ',' up ',action=' hold ') newline G.add_edge(' people ',' hold ') newline"
"young man picks coconuts . asian people wearing white helmets . how is helmets ?","G.add_edge(' man ',' picks ') newline G.add_edge(' man ',' young ') newline  G.add_edge(' people ',' wearing ') newline G.add_edge(' people ',' asian ') newline G.add_edge(' helmets ',' white ') newline G.has_edge(' helmets ',' white ') newline"
"man plays with guitar . gray-haired lady wearing dark jeans . trucks both going down . does trucks going ?","G.add_edge(' man ',' guitar ',action=' plays ') newline G.add_edge(' man ',' plays ') newline G.add_edge(' lady ',' wearing ') newline G.add_edge(' lady ',' gray-haired ') newline G.add_edge(' jeans ',' dark ') newline G.add_edge(' trucks ',' down ',action=' going ') newline G.add_edge(' trucks ',' going ') newline G.has_edge(' trucks ',' going ') newline"
"mechanic work filling prescriptions . how is work ? how is prescriptions ?","G.add_edge(' work ',' filling ') newline G.add_edge(' work ',' mechanic ') newline  G.has_edge(' work ',' mechanic ') newline "
"short medium sized windowless room . dogs gathered together . young boy climbs smooth rocks . how is medium ? how is room ? is there a dogs ? how is boy ? how is rocks ?","G.add_edge(' medium ',' sized ') newline G.add_edge(' medium ',' short ') newline G.add_edge(' room ',' windowless ') newline G.add_edge(' dogs ',' together ',action=' gathered ') newline G.add_edge(' dogs ',' gathered ') newline G.add_edge(' boy ',' climbs ') newline G.add_edge(' boy ',' young ') newline G.add_edge(' rocks ',' smooth ') newline G.has_edge(' medium ',' short ') newline G.has_edge(' room ',' windowless ') newline G.has_node(' dogs ') newline G.has_edge(' boy ',' young ') newline G.has_edge(' rocks ',' smooth ') newline"
"a toddler by helping mix . paved alley holding top hands . an egg made up . how is hands ? is there a relation between egg and up ?","G.add_edge(' toddler ',' mix ',action=' helping ') newline G.add_edge(' toddler ',' helping ') newline G.add_edge(' alley ',' holding ') newline G.add_edge(' alley ',' paved ') newline G.add_edge(' hands ',' top ') newline G.add_edge(' egg ',' up ',action=' made ') newline G.add_edge(' egg ',' made ') newline G.has_edge(' hands ',' top ') newline G.has_edge(' egg ',' up ') newline"
"white t-shirts play black basketball . adult couple holding bare hands . shirt while eating vegetables .","G.add_edge(' t-shirts ',' play ') newline G.add_edge(' t-shirts ',' white ') newline G.add_edge(' basketball ',' black ') newline G.add_edge(' couple ',' holding ') newline G.add_edge(' couple ',' adult ') newline G.add_edge(' hands ',' bare ') newline G.add_edge(' shirt ',' vegetables ',action=' eating ') newline G.add_edge(' shirt ',' eating ') newline"
"woman while mixing together . clad women wearing bright neon . is there a woman ? how is neon ?","G.add_edge(' woman ',' together ',action=' mixing ') newline G.add_edge(' woman ',' mixing ') newline G.add_edge(' women ',' wearing ') newline G.add_edge(' women ',' clad ') newline G.add_edge(' neon ',' bright ') newline G.has_node(' woman ') newline G.has_edge(' neon ',' bright ') newline"
"few women presents happy birthday . of people wanting autographs . how is birthday ?","G.add_edge(' women ',' presents ') newline G.add_edge(' women ',' few ') newline G.add_edge(' birthday ',' happy ') newline G.add_edge(' people ',' autographs ',action=' wanting ') newline G.add_edge(' people ',' wanting ') newline G.has_edge(' birthday ',' happy ') newline"
"with someone while riding sideways .","G.add_edge(' someone ',' sideways ',action=' riding ') newline G.add_edge(' someone ',' riding ') newline"
"tripod watches other boats .","G.add_edge(' tripod ',' watches ') newline  G.add_edge(' boats ',' other ') newline"
"photographers taking pictures . aerodynamic helmet is black biking . is there a relation between photographers and pictures ? how is helmet ? how is biking ?","G.add_edge(' photographers ',' pictures ',action=' taking ') newline G.add_edge(' photographers ',' taking ') newline G.add_edge(' helmet ',' is ') newline G.add_edge(' helmet ',' aerodynamic ') newline G.add_edge(' biking ',' black ') newline G.has_edge(' photographers ',' pictures ') newline G.has_edge(' helmet ',' aerodynamic ') newline G.has_edge(' biking ',' black ') newline"
"in bikini walking down . tree lined street . chinese artist wearing long pink .","G.add_edge(' bikini ',' down ',action=' walking ') newline G.add_edge(' bikini ',' walking ') newline G.add_edge(' tree ',' street ',action=' lined ') newline G.add_edge(' tree ',' lined ') newline G.add_edge(' artist ',' wearing ') newline G.add_edge(' artist ',' chinese ') newline G.add_edge(' pink ',' long ') newline"
"no shirt creates portraits . women having fun . does women having ?","G.add_edge(' shirt ',' portraits ',action=' creates ') newline G.add_edge(' shirt ',' creates ') newline G.add_edge(' women ',' fun ',action=' having ') newline G.add_edge(' women ',' having ') newline G.has_edge(' women ',' having ') newline"
"asian men wearing cold winter . a stand labeled pipe . is there a stand ?","G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' asian ') newline G.add_edge(' winter ',' cold ') newline G.add_edge(' stand ',' pipe ',action=' labeled ') newline G.add_edge(' stand ',' labeled ') newline G.has_node(' stand ') newline"
"some clothes does not . young man lays bricks . how is bricks ?","G.add_edge(' clothes ',' not ',action=' does ') newline G.add_edge(' clothes ',' does ') newline G.add_edge(' man ',' lays ') newline G.add_edge(' man ',' young ') newline  "
"backs all facing cotton . horse a jumping over . no shirt all holding up . does horse jumping ? is there a relation between shirt and up ?","G.add_edge(' backs ',' cotton ',action=' facing ') newline G.add_edge(' backs ',' facing ') newline G.add_edge(' horse ',' over ',action=' jumping ') newline G.add_edge(' horse ',' jumping ') newline G.add_edge(' shirt ',' up ',action=' holding ') newline G.add_edge(' shirt ',' holding ') newline G.has_edge(' horse ',' jumping ') newline G.has_edge(' shirt ',' up ') newline"
